date,region,product_id,units_sold,revenue,cost,promotion_flag
2023-01-09,North,P1,22,419.4,219.03,0
2023-01-09,North,P2,41,576.13,353.92,0
2023-01-09,North,P3,30,523.81,323.02,1
2023-01-09,South,P1,45,578.57,389.79,0
2023-01-09,South,P2,16,166.94,114.34,1
2023-01-09,South,P3,27,419.54,291.1,0
2023-01-09,East,P1,25,498.96,319.03,0
2023-01-09,East,P2,39,407.72,226.77,1
2023-01-09,East,P3,24,320.56,171.16,0
2023-01-09,West,P1,27,365.41,225.36,0
2023-01-09,West,P2,27,278.73,154.96,0
2023-01-09,West,P3,25,421.18,224.29,1
2023-01-10,North,P1,50,790.58,540.63,0
2023-01-10,North,P2,55,1026.34,522.45,0
2023-01-10,North,P3,20,397.06,228.45,0
2023-01-10,South,P1,54,1063.75,711.04,1
2023-01-10,South,P2,23,402.48,274.75,0
2023-01-10,South,P3,51,991.83,664.46,0
2023-01-10,East,P1,31,395.17,213.96,1
2023-01-10,East,P2,24,388.35,221.99,0
2023-01-10,East,P3,30,549.41,308.52,1
2023-01-10,West,P1,31,483.89,326.79,0
2023-01-10,West,P2,24,428.32,268.93,1
2023-01-10,West,P3,24,272.73,137.16,0
2023-01-11,North,P1,26,283.66,183.04,0
2023-01-11,North,P2,31,552.93,320.32,0
2023-01-11,North,P3,45,656.71,438.95,0
2023-01-11,South,P1,44,642.02,446.85,0
2023-01-11,South,P2,35,469.55,285.23,0
2023-01-11,South,P3,30,345.57,182.38,0
2023-01-11,East,P1,25,468.58,282.58,1
2023-01-11,East,P2,59,703.45,357.48,0
2023-01-11,East,P3,48,743.38,451.15,0
2023-01-11,West,P1,34,463.85,278.63,0
2023-01-11,West,P2,29,489.46,294.82,0
2023-01-11,West,P3,32,339.54,188.57,1
2023-01-12,North,P1,39,599.27,410.39,0
2023-01-12,North,P2,50,684.46,405.55,0
2023-01-12,North,P3,39,682.35,345.33,1
2023-01-12,South,P1,29,444.46,243.78,0
2023-01-12,South,P2,27,496.99,257.36,0
2023-01-12,South,P3,40,756.21,467.88,0
2023-01-12,East,P1,22,348.52,225.62,0
2023-01-12,East,P2,39,558.35,293.42,0
2023-01-12,East,P3,27,335.98,201.47,0
2023-01-12,West,P1,51,630.99,328.34,0
2023-01-12,West,P2,50,543.94,359.64,0
2023-01-12,West,P3,29,313.27,189.5,0
2023-01-13,North,P1,28,281.48,195.64,0
2023-01-13,North,P2,27,450.53,309.01,0
2023-01-13,North,P3,35,421.78,292.54,0
2023-01-13,South,P1,41,618.12,339.03,0
2023-01-13,South,P2,47,707.87,485.88,0
2023-01-13,South,P3,24,252.44,143.21,0
2023-01-13,East,P1,38,640.14,331.32,0
2023-01-13,East,P2,31,545.67,337.84,0
2023-01-13,East,P3,44,814.32,528.65,0
2023-01-13,West,P1,43,744.27,511.81,0
2023-01-13,West,P2,24,251.54,165.09,1
2023-01-13,West,P3,27,324.44,172.84,0
2023-01-14,North,P1,29,553.28,311.63,0
2023-01-14,North,P2,33,599.48,352.39,0
2023-01-14,North,P3,44,633.05,389.64,0
2023-01-14,South,P1,47,650.43,395.92,1
2023-01-14,South,P2,29,386.52,249.73,0
2023-01-14,South,P3,49,879.07,548.55,0
2023-01-14,East,P1,32,569.14,300.86,0
2023-01-14,East,P2,27,475.86,321.38,0
2023-01-14,East,P3,15,218.55,135.67,0
2023-01-14,West,P1,32,367.97,200.86,0
2023-01-14,West,P2,22,344.41,221.54,0
2023-01-14,West,P3,41,484.46,330.25,0
2023-01-15,North,P1,21,339.14,231.42,0
2023-01-15,North,P2,37,596.24,300.28,1
2023-01-15,North,P3,39,536.03,275.4,0
2023-01-15,South,P1,39,754.4,516.85,0
2023-01-15,South,P2,32,379.62,253.4,0
2023-01-15,South,P3,42,637.91,394.39,0
2023-01-15,East,P1,26,464.83,288.54,0
2023-01-15,East,P2,45,691.83,473.19,0
2023-01-15,East,P3,44,698.31,353.74,1
2023-01-15,West,P1,44,517.61,310.4,0
2023-01-15,West,P2,52,664.35,361.42,0
2023-01-15,West,P3,35,412.31,285.41,0
2023-01-16,North,P1,45,533.01,298.44,0
2023-01-16,North,P2,59,1032.48,559.58,1
2023-01-16,North,P3,66,703.37,460.78,0
2023-01-16,South,P1,17,260.86,155.53,0
2023-01-16,South,P2,39,726.1,500.44,0
2023-01-16,South,P3,29,550.25,333.08,1
2023-01-16,East,P1,48,796.28,402.46,0
2023-01-16,East,P2,43,514.33,309.16,0
2023-01-16,East,P3,45,743.74,407.3,0
2023-01-16,West,P1,49,843.91,566.38,1
2023-01-16,West,P2,16,173.91,108.98,0
2023-01-16,West,P3,39,400.35,214.7,0
2023-01-17,North,P1,54,877.37,497.62,1
2023-01-17,North,P2,25,397.57,220.1,0
2023-01-17,North,P3,24,446.66,242.94,1
2023-01-17,South,P1,40,456.05,307.23,0
2023-01-17,South,P2,29,430.59,259.42,0
2023-01-17,South,P3,22,359.37,198.22,0
2023-01-17,East,P1,27,513.15,327.52,0
2023-01-17,East,P2,26,497.72,260.58,0
2023-01-17,East,P3,26,389.34,250.75,0
2023-01-17,West,P1,41,466.12,316.97,1
2023-01-17,West,P2,33,493.11,303.09,1
2023-01-17,West,P3,37,511.76,308.99,0
2023-01-18,North,P1,52,555.49,370.74,0
2023-01-18,North,P2,24,412.57,230.8,0
2023-01-18,North,P3,25,283.75,169.33,0
2023-01-18,South,P1,37,467.04,289.1,0
2023-01-18,South,P2,51,685.64,391.02,0
2023-01-18,South,P3,64,1080.58,634.26,0
2023-01-18,East,P1,22,397.63,275.33,0
2023-01-18,East,P2,45,650.7,349.44,0
2023-01-18,East,P3,51,897.11,578.47,0
2023-01-18,West,P1,36,449.88,268.98,0
2023-01-18,West,P2,50,522.08,322.47,1
2023-01-18,West,P3,47,736.93,503.4,0
2023-01-19,North,P1,40,446.11,260.69,0
2023-01-19,North,P2,57,601.28,355.38,0
2023-01-19,North,P3,29,356.7,186.95,0
2023-01-19,South,P1,24,367.26,216.03,0
2023-01-19,South,P2,30,537.22,302.86,0
2023-01-19,South,P3,29,413.78,279.44,0
2023-01-19,East,P1,24,465.38,307.04,1
2023-01-19,East,P2,48,505.29,261.59,0
2023-01-19,East,P3,39,773.79,505.79,0
2023-01-19,West,P1,30,456.76,295.27,0
2023-01-19,West,P2,28,362.97,198.44,0
2023-01-19,West,P3,17,324.76,165.31,0
2023-01-20,North,P1,43,838.48,551.11,0
2023-01-20,North,P2,31,614.52,415.93,0
2023-01-20,North,P3,49,975.67,533.04,1
2023-01-20,South,P1,47,755.64,455.3,0
2023-01-20,South,P2,21,411.03,273.43,1
2023-01-20,South,P3,45,886.1,599.67,1
2023-01-20,East,P1,41,621.25,371.66,1
2023-01-20,East,P2,25,453.96,247.36,0
2023-01-20,East,P3,37,514.73,285.47,0
2023-01-20,West,P1,30,586.7,394.51,1
2023-01-20,West,P2,30,384.42,211.63,0
2023-01-20,West,P3,52,896.18,536.97,0
2023-01-21,North,P1,53,1010.45,620.68,0
2023-01-21,North,P2,35,548.01,303.27,1
2023-01-21,North,P3,40,462.94,246.32,0
2023-01-21,South,P1,38,645.04,410.26,0
2023-01-21,South,P2,29,568.78,337.34,1
2023-01-21,South,P3,31,349.95,198.43,0
2023-01-21,East,P1,43,648.21,324.93,0
2023-01-21,East,P2,39,517.31,316.58,0
2023-01-21,East,P3,26,462.76,241.28,0
2023-01-21,West,P1,43,615.86,411.41,0
2023-01-21,West,P2,39,416.46,233.3,0
2023-01-21,West,P3,48,820.11,487.73,0
2023-01-22,North,P1,45,791.22,399.5,0
2023-01-22,North,P2,30,411.55,273.17,0
2023-01-22,North,P3,38,758.91,444.14,0
2023-01-22,South,P1,27,412.3,274.25,0
2023-01-22,South,P2,20,226.27,152.42,1
2023-01-22,South,P3,52,744.81,512.97,0
2023-01-22,East,P1,42,554.71,357.73,0
2023-01-22,East,P2,22,226.85,142.99,0
2023-01-22,East,P3,50,579.62,313.43,0
2023-01-22,West,P1,22,389.6,260.63,0
2023-01-22,West,P2,21,401.49,278.43,0
2023-01-22,West,P3,43,637.05,333.47,0
2023-01-23,North,P1,36,441.19,234.79,0
2023-01-23,North,P2,37,469.53,309.66,0
2023-01-23,North,P3,35,588.16,340.61,1
2023-01-23,South,P1,22,284.17,181.58,1
2023-01-23,South,P2,29,507.26,268.43,0
2023-01-23,South,P3,39,445.57,267.24,0
2023-01-23,East,P1,50,970.62,499.37,0
2023-01-23,East,P2,28,378.18,191.6,0
2023-01-23,East,P3,49,892.51,453.6,0
2023-01-23,West,P1,25,409.11,262.36,0
2023-01-23,West,P2,35,454.59,312.32,1
2023-01-23,West,P3,60,1081.04,613.91,1
2023-01-24,North,P1,32,511.19,335.73,0
2023-01-24,North,P2,41,477.24,280.48,0
2023-01-24,North,P3,32,598.97,325.75,1
2023-01-24,South,P1,23,401.18,270.55,0
2023-01-24,South,P2,36,555.29,332.43,0
2023-01-24,South,P3,49,823.31,423.54,0
2023-01-24,East,P1,21,411.76,240.13,1
2023-01-24,East,P2,29,390.32,224.13,1
2023-01-24,East,P3,53,841.67,425.78,0
2023-01-24,West,P1,40,749.37,509.68,0
2023-01-24,West,P2,26,381.11,254.28,0
2023-01-24,West,P3,43,737.8,503.04,0
2023-01-25,North,P1,36,508.69,261.38,0
2023-01-25,North,P2,35,654.76,385.7,0
2023-01-25,North,P3,46,759.98,427.43,0
2023-01-25,South,P1,26,430.75,243.39,0
2023-01-25,South,P2,42,518.56,350.93,0
2023-01-25,South,P3,37,562.32,319.06,1
2023-01-25,East,P1,33,643.03,353.99,0
2023-01-25,East,P2,47,487.24,315.38,0
2023-01-25,East,P3,30,433.91,291.95,0
2023-01-25,West,P1,57,633.79,351.09,0
2023-01-25,West,P2,26,502.81,283.2,0
2023-01-25,West,P3,32,540.23,313.05,0
2023-01-26,North,P1,57,829.2,500.11,0
2023-01-26,North,P2,37,566.93,297.72,0
2023-01-26,North,P3,40,669.37,464.53,0
2023-01-26,South,P1,34,393.1,214.99,1
2023-01-26,South,P2,43,836.18,532.36,0
2023-01-26,South,P3,43,787.28,529.78,0
2023-01-26,East,P1,53,888.55,482.6,0
2023-01-26,East,P2,48,800.15,492.44,0
2023-01-26,East,P3,23,430.27,282.46,0
2023-01-26,West,P1,33,366.01,230.62,0
2023-01-26,West,P2,31,546.31,360.32,0
2023-01-26,West,P3,37,509.0,284.72,0
2023-01-27,North,P1,40,558.47,356.91,0
2023-01-27,North,P2,43,686.49,418.17,0
2023-01-27,North,P3,29,483.78,301.83,0
2023-01-27,South,P1,21,323.9,223.58,1
2023-01-27,South,P2,47,742.68,450.6,0
2023-01-27,South,P3,32,495.81,321.97,0
2023-01-27,East,P1,33,635.92,325.63,1
2023-01-27,East,P2,49,585.33,312.14,0
2023-01-27,East,P3,41,739.24,449.33,0
2023-01-27,West,P1,20,343.53,199.24,1
2023-01-27,West,P2,51,857.37,459.8,0
2023-01-27,West,P3,29,375.63,247.42,0
2023-01-28,North,P1,49,884.94,539.85,0
2023-01-28,North,P2,36,400.43,200.42,0
2023-01-28,North,P3,44,533.3,331.82,0
2023-01-28,South,P1,57,1086.36,710.47,0
2023-01-28,South,P2,49,893.08,522.23,0
2023-01-28,South,P3,47,830.33,440.02,0
2023-01-28,East,P1,30,558.84,303.64,0
2023-01-28,East,P2,36,472.42,257.96,0
2023-01-28,East,P3,31,494.29,296.25,1
2023-01-28,West,P1,18,287.47,182.59,0
2023-01-28,West,P2,60,1194.75,628.06,0
2023-01-28,West,P3,57,762.22,519.15,0
2023-01-29,North,P1,23,282.13,161.1,0
2023-01-29,North,P2,36,659.47,418.05,0
2023-01-29,North,P3,49,823.26,449.64,0
2023-01-29,South,P1,39,651.1,455.01,0
2023-01-29,South,P2,41,546.76,336.86,0
2023-01-29,South,P3,28,329.08,209.96,0
2023-01-29,East,P1,32,582.98,291.63,0
2023-01-29,East,P2,22,395.0,270.75,0
2023-01-29,East,P3,58,721.32,457.54,0
2023-01-29,West,P1,51,555.45,361.63,0
2023-01-29,West,P2,34,361.46,189.23,0
2023-01-29,West,P3,37,503.25,260.45,1
2023-01-30,North,P1,39,499.08,343.61,1
2023-01-30,North,P2,29,556.62,333.64,1
2023-01-30,North,P3,28,391.21,237.83,0
2023-01-30,South,P1,44,826.31,556.61,1
2023-01-30,South,P2,43,568.69,286.95,0
2023-01-30,South,P3,23,309.6,215.21,0
2023-01-30,East,P1,47,617.45,383.61,0
2023-01-30,East,P2,53,935.35,500.38,0
2023-01-30,East,P3,35,392.62,233.86,0
2023-01-30,West,P1,44,863.77,526.82,1
2023-01-30,West,P2,55,791.73,412.6,0
2023-01-30,West,P3,46,468.14,290.48,0
2023-01-31,North,P1,37,448.35,267.63,0
2023-01-31,North,P2,51,661.65,387.77,0
2023-01-31,North,P3,44,484.46,309.29,0
2023-01-31,South,P1,23,375.63,205.01,0
2023-01-31,South,P2,59,900.95,527.25,0
2023-01-31,South,P3,38,533.82,336.74,0
2023-01-31,East,P1,59,1022.83,668.79,0
2023-01-31,East,P2,22,249.44,145.6,0
2023-01-31,East,P3,44,675.54,366.84,0
2023-01-31,West,P1,45,733.18,395.75,0
2023-01-31,West,P2,19,312.76,187.61,0
2023-01-31,West,P3,42,625.06,331.29,0
2023-02-01,North,P1,60,968.45,650.71,0
2023-02-01,North,P2,36,681.15,470.72,0
2023-02-01,North,P3,31,598.4,329.49,0
2023-02-01,South,P1,53,867.72,548.28,1
2023-02-01,South,P2,33,478.7,323.84,0
2023-02-01,South,P3,35,529.28,336.64,0
2023-02-01,East,P1,55,991.17,516.47,0
2023-02-01,East,P2,51,886.13,505.67,0
2023-02-01,East,P3,32,451.88,275.61,1
2023-02-01,West,P1,37,468.07,235.99,0
2023-02-01,West,P2,55,675.31,469.48,0
2023-02-01,West,P3,27,302.77,188.63,0
2023-02-02,North,P1,32,606.66,342.43,0
2023-02-02,North,P2,56,1108.78,687.86,0
2023-02-02,North,P3,43,485.08,275.36,1
2023-02-02,South,P1,54,591.31,340.12,0
2023-02-02,South,P2,55,682.38,357.77,0
2023-02-02,South,P3,39,394.96,275.87,0
2023-02-02,East,P1,56,982.82,581.94,1
2023-02-02,East,P2,33,514.08,275.61,0
2023-02-02,East,P3,44,677.4,437.33,0
2023-02-02,West,P1,51,880.25,584.1,0
2023-02-02,West,P2,42,593.63,386.83,0
2023-02-02,West,P3,21,272.49,167.03,0
2023-02-03,North,P1,35,501.83,267.06,0
2023-02-03,North,P2,32,398.94,257.43,1
2023-02-03,North,P3,33,546.99,307.51,0
2023-02-03,South,P1,37,597.91,321.44,0
2023-02-03,South,P2,45,831.62,555.52,1
2023-02-03,South,P3,52,625.29,432.46,0
2023-02-03,East,P1,38,558.72,335.46,0
2023-02-03,East,P2,42,608.42,392.07,1
2023-02-03,East,P3,27,270.51,144.9,0
2023-02-03,West,P1,34,460.87,303.64,0
2023-02-03,West,P2,49,844.47,439.82,0
2023-02-03,West,P3,51,795.94,494.04,0
2023-02-04,North,P1,42,555.29,348.33,0
2023-02-04,North,P2,51,680.46,447.05,0
2023-02-04,North,P3,13,149.17,84.38,0
2023-02-04,South,P1,47,644.57,330.35,1
2023-02-04,South,P2,35,572.66,376.31,0
2023-02-04,South,P3,38,756.63,491.39,0
2023-02-04,East,P1,46,626.63,355.24,0
2023-02-04,East,P2,44,697.76,430.72,0
2023-02-04,East,P3,55,692.61,405.82,1
2023-02-04,West,P1,55,803.95,479.3,0
2023-02-04,West,P2,32,335.95,228.71,1
2023-02-04,West,P3,57,985.82,643.84,0
2023-02-05,North,P1,54,1038.22,617.13,0
2023-02-05,North,P2,45,475.67,264.68,0
2023-02-05,North,P3,30,592.45,340.21,0
2023-02-05,South,P1,48,852.82,437.56,0
2023-02-05,South,P2,51,796.62,453.42,0
2023-02-05,South,P3,52,700.62,476.4,0
2023-02-05,East,P1,45,846.96,490.13,1
2023-02-05,East,P2,51,642.68,415.28,1
2023-02-05,East,P3,46,547.95,311.04,0
2023-02-05,West,P1,43,691.67,394.18,0
2023-02-05,West,P2,40,435.54,277.33,0
2023-02-05,West,P3,59,657.71,442.0,0
2023-02-06,North,P1,34,548.39,299.0,1
2023-02-06,North,P2,41,477.97,329.39,1
2023-02-06,North,P3,33,425.89,279.98,0
2023-02-06,South,P1,53,773.4,394.74,0
2023-02-06,South,P2,31,545.11,354.77,0
2023-02-06,South,P3,37,694.8,469.62,1
2023-02-06,East,P1,55,962.9,588.91,0
2023-02-06,East,P2,54,790.52,539.01,0
2023-02-06,East,P3,43,624.23,361.73,0
2023-02-06,West,P1,34,667.92,361.18,0
2023-02-06,West,P2,57,727.57,409.24,0
2023-02-06,West,P3,36,689.43,418.21,0
2023-02-07,North,P1,40,645.39,369.56,1
2023-02-07,North,P2,36,714.07,377.13,0
2023-02-07,North,P3,33,380.19,223.58,0
2023-02-07,South,P1,52,965.57,505.51,0
2023-02-07,South,P2,49,972.21,615.98,0
2023-02-07,South,P3,29,579.15,403.07,0
2023-02-07,East,P1,51,524.98,348.89,0
2023-02-07,East,P2,59,1021.58,549.08,1
2023-02-07,East,P3,47,617.61,340.22,1
2023-02-07,West,P1,40,534.08,285.6,0
2023-02-07,West,P2,52,738.46,502.95,0
2023-02-07,West,P3,41,717.02,451.89,0
2023-02-08,North,P1,52,958.74,528.07,0
2023-02-08,North,P2,60,1005.71,568.25,0
2023-02-08,North,P3,51,844.19,589.54,0
2023-02-08,South,P1,28,474.36,285.82,0
2023-02-08,South,P2,50,935.6,611.15,0
2023-02-08,South,P3,39,740.55,466.66,1
2023-02-08,East,P1,49,709.06,419.81,1
2023-02-08,East,P2,32,361.23,210.44,1
2023-02-08,East,P3,52,904.75,618.5,0
2023-02-08,West,P1,41,700.15,486.29,1
2023-02-08,West,P2,49,627.95,423.58,0
2023-02-08,West,P3,27,302.47,155.37,0
2023-02-09,North,P1,33,429.42,266.1,0
2023-02-09,North,P2,53,917.03,568.34,0
2023-02-09,North,P3,58,924.07,626.94,0
2023-02-09,South,P1,54,826.91,552.07,0
2023-02-09,South,P2,37,393.55,262.21,0
2023-02-09,South,P3,29,503.89,304.88,0
2023-02-09,East,P1,29,414.82,233.71,0
2023-02-09,East,P2,53,602.89,342.54,0
2023-02-09,East,P3,56,891.35,570.93,0
2023-02-09,West,P1,37,418.73,228.98,0
2023-02-09,West,P2,28,448.18,290.74,0
2023-02-09,West,P3,50,703.49,477.17,0
2023-02-10,North,P1,54,615.61,341.89,1
2023-02-10,North,P2,57,839.59,524.33,0
2023-02-10,North,P3,37,561.13,281.18,0
2023-02-10,South,P1,55,1008.32,674.35,0
2023-02-10,South,P2,32,484.05,270.44,1
2023-02-10,South,P3,40,726.67,404.69,1
2023-02-10,East,P1,48,899.63,538.61,0
2023-02-10,East,P2,34,493.2,338.28,0
2023-02-10,East,P3,23,438.75,282.03,0
2023-02-10,West,P1,33,427.92,275.45,1
2023-02-10,West,P2,29,489.11,255.75,0
2023-02-10,West,P3,24,328.57,172.24,0
2023-02-11,North,P1,45,594.49,386.4,0
2023-02-11,North,P2,61,1023.99,586.11,0
2023-02-11,North,P3,28,312.41,165.85,0
2023-02-11,South,P1,29,324.96,221.13,0
2023-02-11,South,P2,43,623.01,322.02,0
2023-02-11,South,P3,38,426.74,261.05,0
2023-02-11,East,P1,55,772.14,398.06,0
2023-02-11,East,P2,28,500.92,295.18,0
2023-02-11,East,P3,37,650.96,338.35,1
2023-02-11,West,P1,46,630.22,318.57,0
2023-02-11,West,P2,45,643.74,340.23,1
2023-02-11,West,P3,21,408.8,232.18,0
2023-02-12,North,P1,37,396.53,230.75,0
2023-02-12,North,P2,35,646.5,391.92,1
2023-02-12,North,P3,51,861.02,454.71,0
2023-02-12,South,P1,52,1028.28,623.53,0
2023-02-12,South,P2,48,491.21,319.9,0
2023-02-12,South,P3,56,632.83,422.16,0
2023-02-12,East,P1,59,945.74,629.24,1
2023-02-12,East,P2,36,578.48,306.78,0
2023-02-12,East,P3,55,642.59,353.02,1
2023-02-12,West,P1,17,221.4,122.18,0
2023-02-12,West,P2,53,654.57,436.03,0
2023-02-12,West,P3,24,379.31,200.22,0
2023-02-13,North,P1,38,677.31,438.16,0
2023-02-13,North,P2,51,800.38,499.54,0
2023-02-13,North,P3,48,821.22,559.57,0
2023-02-13,South,P1,54,1031.11,664.47,0
2023-02-13,South,P2,33,554.65,329.1,0
2023-02-13,South,P3,30,344.64,204.21,1
2023-02-13,East,P1,36,468.88,280.52,0
2023-02-13,East,P2,66,1162.79,671.29,0
2023-02-13,East,P3,59,1117.73,660.8,0
2023-02-13,West,P1,36,635.23,390.48,1
2023-02-13,West,P2,36,472.28,260.33,0
2023-02-13,West,P3,36,585.57,401.28,0
2023-02-14,North,P1,54,913.97,481.56,0
2023-02-14,North,P2,46,837.11,474.37,0
2023-02-14,North,P3,56,568.02,367.83,1
2023-02-14,South,P1,28,299.33,150.0,1
2023-02-14,South,P2,62,1144.47,712.69,0
2023-02-14,South,P3,37,637.57,354.53,0
2023-02-14,East,P1,32,522.27,321.41,0
2023-02-14,East,P2,29,566.98,342.75,0
2023-02-14,East,P3,31,355.01,227.92,0
2023-02-14,West,P1,48,894.43,519.0,0
2023-02-14,West,P2,55,726.82,432.67,0
2023-02-14,West,P3,32,390.17,197.71,0
2023-02-15,North,P1,41,774.35,465.09,0
2023-02-15,North,P2,36,655.72,400.6,0
2023-02-15,North,P3,48,874.82,578.07,0
2023-02-15,South,P1,22,251.43,164.71,0
2023-02-15,South,P2,53,673.92,391.2,0
2023-02-15,South,P3,47,710.23,361.77,0
2023-02-15,East,P1,30,440.09,250.0,1
2023-02-15,East,P2,62,1197.15,796.52,0
2023-02-15,East,P3,31,554.57,376.21,0
2023-02-15,West,P1,47,647.34,444.89,0
2023-02-15,West,P2,42,582.81,365.16,0
2023-02-15,West,P3,44,501.21,276.09,1
2023-02-16,North,P1,29,376.44,196.15,0
2023-02-16,North,P2,38,759.8,395.83,0
2023-02-16,North,P3,17,247.81,134.26,0
2023-02-16,South,P1,37,371.07,249.28,0
2023-02-16,South,P2,30,363.6,229.6,0
2023-02-16,South,P3,53,873.29,575.71,0
2023-02-16,East,P1,34,561.56,363.73,0
2023-02-16,East,P2,35,368.27,234.38,0
2023-02-16,East,P3,22,300.91,153.95,0
2023-02-16,West,P1,37,571.21,297.01,0
2023-02-16,West,P2,30,305.8,160.51,0
2023-02-16,West,P3,47,816.01,461.9,1
2023-02-17,North,P1,46,903.21,545.36,0
2023-02-17,North,P2,45,654.71,362.35,0
2023-02-17,North,P3,55,696.07,350.48,0
2023-02-17,South,P1,24,417.37,227.32,0
2023-02-17,South,P2,38,701.88,354.25,1
2023-02-17,South,P3,24,385.48,215.18,0
2023-02-17,East,P1,53,650.96,357.59,0
2023-02-17,East,P2,39,413.29,262.16,0
2023-02-17,East,P3,32,628.09,323.54,0
2023-02-17,West,P1,56,966.35,602.95,1
2023-02-17,West,P2,54,619.36,410.16,0
2023-02-17,West,P3,47,547.02,343.84,1
2023-02-18,North,P1,39,573.3,388.71,0
2023-02-18,North,P2,46,777.44,533.42,0
2023-02-18,North,P3,28,548.22,332.18,0
2023-02-18,South,P1,56,1091.48,755.81,0
